订单号,父单号,订单状态,下单时间,完成时间,商品ID,联盟商品ID,商品名称,商品店铺名称,商品数量,商品售后中数量,商品已退货数量,同跨店,付款金额,佣金比例,分成比例,预估计佣金额,预估佣金,实际计佣金额,实际佣金,结算信息,下单平台,plus订单,推广角色,是否京喜红包,是否拼购,是否复购,是否首购,是否预售,推广位ID,推广位名称,PID,第三方服务平台,网站ID,礼金批次,礼金分摊金额,是否联盟礼金,是否推客礼金,价保金额,团长渠道ID,渠道名称,subUnionId,channelId,是否为内容场订单
2.98782E+11,0,已完成,2024/7/24 21:35,2024/7/30 8:49,1.00881E+13,3nW3qMcM3Uw5jb5WHPz7PAMR_3cvPzVofY3sKf4Fe2T,VGN V87有线/无线/蓝牙三模客制化机械键盘gasket结构全键热插拔游戏电竞办公键盘IP联名款 V87 动力银轴 果冻橙,VGN官方旗舰店,1,0,0,同店,148.58,0.10%,90.00%,149,0.14,148.58,0.14,{"20240820":0.135},PC,是,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.98727E+11,0,已完成,2024/7/23 12:07,2024/7/28 16:22,1.0107E+13,3nW3qMcM3Uw5jbW68Pz7PjEg_3cvPzVofY3sKDTNwkT,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-白,VGN官方旗舰店,1,0,0,同店,188.98,0.10%,90.00%,189,0.17,188.98,0.17,{"20240820":0.171},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.9523E+11,0,已完成,2024/7/22 13:20,2024/7/27 23:28,1.00915E+13,fsX4Wbm0jgASPGY5ueNFg83y_3uiINmQ29jdz4g9lQa,VGN V98PRO V2 三模有线/蓝牙/无线 客制化键盘 机械键盘 电竞游戏 办公家用 全键热插拔  gasket结构 V98Pro-V2 极地狐轴 限定款,VGN官方旗舰店,1,0,0,同店,408,0.10%,90.00%,409,0.37,408,0.37,{"20240820":0.369},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.95192E+11,0,已完成,2024/7/22 10:41,2024/7/24 11:22,1.00771E+13,Q9Z2ZepDkauz7VeaFUCNjW45_3SD7M7W18kR0Ox47oa,VGN 蜻蜓F1MOBA 有线/无线双模鼠标 游戏电竞 家用办公 长续航 PAW3395 轻量化设计 人体工学 蜻蜓F1 MOBA（白色）,VGN官方旗舰店,1,0,0,同店,239,0.10%,90.00%,239,0.22,239,0.22,{"20240820":0.216},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.98522E+11,2.98457E+11,已完成,2024/7/18 0:34,2024/7/23 11:59,1.00735E+13,W1glWyLCnJZmaPpBa5jO1Tv0_3ASiJIQ5lni9ePNkWs,VGN N75有线/无线/蓝牙三模客制化机械键盘gasket结构全键热插拔游戏电竞办公键盘 N75Pro 蒸汽波轴 果冻橙,VGN官方旗舰店,1,0,0,同店,139.12,0.10%,90.00%,159.3,0.14,158.78,0.14,{"20240820":0.144},无线,是,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.95076E+11,0,已完成,2024/7/17 22:20,2024/7/23 9:18,1.00725E+13,R0kllXBPHCS3NrFh4rF2KjNf_3OPK6QmoqHEt7USEzL,VGN S99 三模连接 蓝牙/无线 客制化键盘 机械键盘 游戏电竞 办公 单键开槽 全键热插拔 gasket结构 S99 阿尼亚轴 斑斓绿,VGN官方旗舰店,1,0,0,同店,267.95,3.00%,90.00%,269,7.26,268,7.24,{"20240820":7.236},无线,是,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.98478E+11,0,已完成,2024/7/16 22:24,2024/7/22 9:14,1.00768E+13,VN26PIGxdqKBQ5Y20mY5heDm_3FGg4Cq3Od7bcyIuu0,VGN S99 三模连接 蓝牙/无线 客制化键盘 机械键盘 游戏电竞 办公 单键开槽 全键热插拔 gasket结构 S99 阿尼亚轴 远山蓝,VGN官方旗舰店,1,0,0,同店,289,3.00%,90.00%,289,7.8,289,7.8,{"20240820":7.803},无线,否,推客,否,否,否,是,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.95076E+11,0,已完成,2024/7/16 21:46,2024/7/22 0:31,1.0107E+13,82IB5rgXTYjXinrWjNSXYoYo_3klNtUoe4T0LXMdSGa,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-黑-灰色渐变侧刻,VGN官方旗舰店,1,0,0,同店,245,0.10%,90.00%,249,0.23,249,0.23,{"20240820":0.225},无线,否,推客,否,否,否,是,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.98515E+11,2.98519E+11,已完成,2024/7/17 21:39,2024/7/21 11:03,1.01008E+13,XHV235rofKV1ZuugGvlaI0Xt_3HJs0HNKYfHc93NdAG,VGN V98PRO V2 三模有线/蓝牙/无线 客制化键盘 机械键盘 电竞游戏 办公家用 全键热插拔  gasket结构 V98Pro-V2 极地狐轴 极夜 侧刻,VGN官方旗舰店,1,0,0,同店,377.96,0.10%,90.00%,379,0.34,377.96,0.34,{"20240820":0.342},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.98359E+11,2.98356E+11,已完成,2024/7/13 16:25,2024/7/21 10:30,1.00881E+13,czqr8AtYshCAiyUa2ct1nCbi_336URiMmGsFSVFbJWa,VGN V87有线/无线/蓝牙三模客制化机械键盘gasket结构全键热插拔游戏电竞办公键盘IP联名款 V87 动力银轴 加勒比海,VGN官方旗舰店,1,0,0,同店,148.99,0.10%,90.00%,149,0.14,148.99,0.14,{"20240820":0.135},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.98566E+11,0,已完成,2024/7/18 23:08,2024/7/21 9:33,1.01008E+13,751e2jYv4HkwusCLuMvobo1c_3vbTdJ0Ny4wBNpp3PN,VGN V87有线/无线/蓝牙三模客制化机械键盘gasket结构全键热插拔游戏电竞办公键盘IP联名款 V87 夏荷轴 黑曜石 侧刻,VGN官方旗舰店,1,0,0,同店,197.88,0.10%,90.00%,199,0.18,197.88,0.18,{"20240820":0.180},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.95049E+11,0,已完成,2024/7/14 19:33,2024/7/20 18:31,1.00881E+13,0R8MFqXKF9T7xY5ovtoJRXCC_3UIh701p8FhCE5YeUF,VGN V87有线/无线/蓝牙三模客制化机械键盘gasket结构全键热插拔游戏电竞办公键盘IP联名款 V87 动力银轴 星空,VGN官方旗舰店,1,0,0,同店,147.82,0.10%,90.00%,149,0.14,147.82,0.14,{"20240820":0.135},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.9496E+11,0,已完成,2024/7/16 20:19,2024/7/19 17:56,1.00881E+13,57A7U45ShixNchJYwXDIEdEn_3jk91rIxLhnAZdWrCt,VGN V87有线/无线/蓝牙三模客制化机械键盘gasket结构全键热插拔游戏电竞办公键盘IP联名款 V87 草莓布丁轴 果冻橙,VGN官方旗舰店,1,0,0,同店,199,0.10%,90.00%,199,0.18,199,0.18,{"20240820":0.180},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.98359E+11,0,已完成,2024/7/13 16:04,2024/7/19 8:57,1.00915E+13,E4AlxB6z7138SFmPnGkdyV7J_3PAqF4ngG7ZvwvgK1l,VGN V98PRO V2 三模有线/蓝牙/无线 客制化键盘 机械键盘 电竞游戏 办公家用 全键热插拔  gasket结构 V98Pro-V2 蓝莓冰淇淋轴 海盐,VGN官方旗舰店,1,0,0,同店,378.98,0.10%,90.00%,379,0.34,378.98,0.34,{"20240820":0.342},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.95026E+11,0,已完成,2024/7/15 12:58,2024/7/18 12:08,1.01008E+13,XHV235rofKV1Zuc0mvlaIGbS_3HJs0HNKYfHc93NdAG,VGN V98PRO V2 三模有线/蓝牙/无线 客制化键盘 机械键盘 电竞游戏 办公家用 全键热插拔  gasket结构 V98Pro-V2 极地狐轴 极夜 侧刻,VGN官方旗舰店,1,0,0,同店,398.2,0.10%,90.00%,399,0.36,398.2,0.36,{"20240820":0.360},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.98463E+11,0,已完成,2024/7/16 19:04,2024/7/18 11:58,1.00768E+13,VN26PIGxdqKBQd2comY5nZCD_3FGg4Cq3Od7bcyIuu0,VGN S99 三模连接 蓝牙/无线 客制化键盘 机械键盘 游戏电竞 办公 单键开槽 全键热插拔 gasket结构 S99 阿尼亚轴 远山蓝,VGN官方旗舰店,1,0,0,同店,289,3.00%,90.00%,289,7.8,289,7.8,{"20240820":7.803},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.98407E+11,0,已完成,2024/7/16 18:00,2024/7/18 9:59,1.00768E+13,VN26PIGxdqKBQ5ATzmY5hytI_3FGg4Cq3Od7bcyIuu0,VGN S99 三模连接 蓝牙/无线 客制化键盘 机械键盘 游戏电竞 办公 单键开槽 全键热插拔 gasket结构 S99 阿尼亚轴 远山蓝,VGN官方旗舰店,1,0,0,同店,279.32,3.00%,90.00%,281,7.59,279.32,7.54,{"20240820":7.542},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.98356E+11,0,已完成,2024/7/13 15:07,2024/7/16 11:53,1.00915E+13,ZFJIYIMbZTl37e8UA6pPNBYz_3NM15ba2UZ4rLUX8xx,VGN V98PRO V2 三模有线/蓝牙/无线 客制化键盘 机械键盘 电竞游戏 办公家用 全键热插拔  gasket结构 V98Pro-V2 蓝莓冰淇淋轴 黑加仑,VGN官方旗舰店,1,0,0,同店,379,0.10%,90.00%,379,0.34,379,0.34,{"20240820":0.342},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.95016E+11,0,已完成,2024/7/13 14:57,2024/7/16 11:53,1.00886E+13,IPLEXaSBQxmcsTCNsKBWfl79_340no70glQUNLm4KPH,VGN V87有线/无线/蓝牙三模客制化机械键盘gasket结构全键热插拔游戏电竞办公键盘IP联名款 V87 动力银轴 微光 雾透侧刻,VGN官方旗舰店,1,0,0,同店,197.83,0.10%,90.00%,199,0.18,197.83,0.18,{"20240820":0.180},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.95019E+11,2.98285E+11,已完成,2024/7/13 14:31,2024/7/16 11:07,1.00915E+13,vjRpAOUEg7oA4GXjOQKsU1GD_373Z9LZoVgkTlrSTtw,VGN V98PRO V2 三模有线/蓝牙/无线 客制化键盘 机械键盘 电竞游戏 办公家用 全键热插拔  gasket结构 V98Pro-V2 冰淇淋轴Pro 海盐,VGN官方旗舰店,1,0,0,同店,378.98,0.10%,90.00%,379,0.34,378.98,0.34,{"20240820":0.342},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.98275E+11,0,已完成,2024/7/11 11:42,2024/7/16 11:05,1.0107E+13,daMwkVNtDNh4jv7n814fKf8n_3ioM2Cp7uDT5L90lDY,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-蓝色渐变侧刻,VGN官方旗舰店,1,0,0,同店,179,0.10%,90.00%,249,0.23,179,0.16,{"20240820":0.162},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.98318E+11,0,已完成,2024/7/12 14:09,2024/7/16 9:11,1.01044E+13,daMwkVNtDNh4j13Ur14fsPTw_3ioM2Cp7uDT54kI2YY,VGN S99PRO有线/无线/蓝牙三模客制化机械键盘gasket结构全键热插拔游戏电竞铝坨坨全铝合金外壳 S99PRO 青海湖轴 破晓,VGN官方旗舰店,1,0,0,同店,419,0.10%,90.00%,419,0.38,419,0.38,{"20240820":0.378},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.9503E+11,0,已完成,2024/7/14 1:50,2024/7/15 22:09,1.00915E+13,E4AlxB6z7138SFFW0Gkdylcf_3PAqF4ngG7ZvwvgK1l,VGN V98PRO V2 三模有线/蓝牙/无线 客制化键盘 机械键盘 电竞游戏 办公家用 全键热插拔  gasket结构 V98Pro-V2 蓝莓冰淇淋轴 海盐,VGN官方旗舰店,1,0,0,同店,377.98,0.10%,90.00%,379,0.34,377.98,0.34,{"20240820":0.342},无线,是,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.98352E+11,0,已完成,2024/7/13 12:46,2024/7/15 19:03,1.0107E+13,3nW3qMcM3Uw5jbhnHPz7PVqR_3cvPzVofY3sKDTNwkT,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-白,VGN官方旗舰店,1,0,0,同店,188,0.10%,90.00%,189,0.17,188,0.17,{"20240820":0.171},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.95018E+11,0,已完成,2024/7/13 16:14,2024/7/15 16:59,1.00915E+13,fsX4Wbm0jgASPn4GzeNFQzZj_3uiINmQ29jdz4g9lQa,VGN V98PRO V2 三模有线/蓝牙/无线 客制化键盘 机械键盘 电竞游戏 办公家用 全键热插拔  gasket结构 V98Pro-V2 极地狐轴 限定款,VGN官方旗舰店,1,0,0,同店,408.98,0.10%,90.00%,409,0.37,408.98,0.37,{"20240820":0.369},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.94953E+11,0,已完成,2024/7/12 23:11,2024/7/15 14:23,1.00768E+13,751e2jYv4HkwuFTSfMvommV3_3vbTdJ0Ny4wBWc9CdN,VGN S99 三模连接 蓝牙/无线 客制化键盘 机械键盘 游戏电竞 办公 单键开槽 全键热插拔 gasket结构 S99 极光冰淇淋轴 鎏金黑,VGN官方旗舰店,1,0,0,同店,437.68,3.00%,90.00%,439,11.85,437.68,11.82,{"20240820":11.817},无线,是,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.98315E+11,0,已完成,2024/7/12 19:16,2024/7/15 10:53,1.00915E+13,fsX4Wbm0jgASPGapFeNFgCdG_3uiINmQ29jdz4g9lQa,VGN V98PRO V2 三模有线/蓝牙/无线 客制化键盘 机械键盘 电竞游戏 办公家用 全键热插拔  gasket结构 V98Pro-V2 极地狐轴 限定款,VGN官方旗舰店,1,0,0,同店,408.98,0.10%,90.00%,409,0.37,408.98,0.37,{"20240820":0.369},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.94796E+11,0,已完成,2024/7/10 11:48,2024/7/15 10:41,1.0107E+13,82IB5rgXTYjXi6vCQNSXA7KN_3klNtUoe4T0LXMdSGa,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-黑-灰色渐变侧刻,VGN官方旗舰店,1,0,0,同店,243.3,0.10%,90.00%,249,0.23,248.3,0.23,{"20240820":0.225},无线,是,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.98176E+11,0,已完成,2024/7/10 12:55,2024/7/14 11:36,1.0107E+13,82IB5rgXTYjXinlhBNSXYmr1_3klNtUoe4T0LXMdSGa,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-黑-灰色渐变侧刻,VGN官方旗舰店,1,0,0,同店,248.98,0.10%,90.00%,249,0.23,248.98,0.23,{"20240820":0.225},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.9823E+11,0,已完成,2024/7/11 22:41,2024/7/14 11:31,1.00881E+13,UOWEnlI8WFYYAp4Qoy3wosX4_309lpmCZGWougWz3qF,VGN V87有线/无线/蓝牙三模客制化机械键盘gasket结构全键热插拔游戏电竞办公键盘IP联名款 V87PRO 阿尼亚轴 狄安娜,VGN官方旗舰店,1,0,0,同店,298.2,0.10%,90.00%,299,0.27,298.2,0.27,{"20240820":0.270},无线,是,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.94929E+11,0,已完成,2024/7/11 13:38,2024/7/14 10:11,1.0107E+13,3nW3qMcM3Uw5jYPxTPz7zndN_3cvPzVofY3sKDTNwkT,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-白,VGN官方旗舰店,1,0,0,同店,188.97,0.10%,90.00%,189,0.17,188.97,0.17,{"20240820":0.171},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.98222E+11,0,已完成,2024/7/11 17:27,2024/7/14 10:01,1.0107E+13,3nW3qMcM3Uw5jYPxTPz7zndN_3cvPzVofY3sKDTNwkT,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-白,VGN官方旗舰店,1,0,0,同店,189,0.10%,90.00%,189,0.17,189,0.17,{"20240820":0.171},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.98241E+11,0,已完成,2024/7/10 13:55,2024/7/14 9:46,1.00915E+13,YSr8XU4lBV5xXRZwIZ8jUxTd_391fbKppKB1HikwCB5,VGN V98PRO V2 三模有线/蓝牙/无线 客制化键盘 机械键盘 电竞游戏 办公家用 全键热插拔  gasket结构 V98Pro-V2 水晶酒红轴 黑加仑,VGN官方旗舰店,1,0,0,同店,279,0.10%,70.00%,279,0.2,279,0.2,{"20240820":0.196},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.98263E+11,0,已完成,2024/7/11 12:28,2024/7/13 17:36,1.0107E+13,R0kllXBPHCS3N5y2ArF2PQSr_3OPK6QmoqHEtShFhFL,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-黑,VGN官方旗舰店,1,0,0,同店,188.34,0.10%,90.00%,189,0.17,188.34,0.17,{"20240820":0.171},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.98104E+11,0,已完成,2024/7/8 14:59,2024/7/13 16:44,1.00881E+13,0R8MFqXKF9T7xLVCDtoJXmo6_3UIh701p8FhCE5YeUF,VGN V87有线/无线/蓝牙三模客制化机械键盘gasket结构全键热插拔游戏电竞办公键盘IP联名款 V87 动力银轴 星空,VGN官方旗舰店,1,0,0,同店,148.58,0.10%,90.00%,149,0.14,148.58,0.14,{"20240820":0.135},无线,是,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.94834E+11,0,已完成,2024/7/8 11:46,2024/7/13 15:41,1.0107E+13,82IB5rgXTYjXin76tNSXYvG2_3klNtUoe4T0LXMdSGa,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-黑-灰色渐变侧刻,VGN官方旗舰店,1,0,0,同店,246.77,0.10%,90.00%,249,0.23,246.77,0.23,{"20240820":0.225},无线,是,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.9478E+11,0,已完成,2024/7/9 18:37,2024/7/13 13:56,1.00881E+13,0R8MFqXKF9T7xLZVvtoJXxsC_3UIh701p8FhCE5YeUF,VGN V87有线/无线/蓝牙三模客制化机械键盘gasket结构全键热插拔游戏电竞办公键盘IP联名款 V87 动力银轴 星空,VGN官方旗舰店,1,0,0,同店,149,0.10%,90.00%,149,0.14,149,0.14,{"20240820":0.135},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.98241E+11,0,已完成,2024/7/10 14:08,2024/7/13 11:39,1.00881E+13,UOWEnlI8WFYYAp9e1y3wop3s_309lpmCZGWougWz3qF,VGN V87有线/无线/蓝牙三模客制化机械键盘gasket结构全键热插拔游戏电竞办公键盘IP联名款 V87PRO 阿尼亚轴 狄安娜,VGN官方旗舰店,1,0,0,同店,299,0.10%,90.00%,299,0.27,299,0.27,{"20240820":0.270},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97937E+11,0,已完成,2024/7/2 11:30,2024/7/13 11:06,1.00695E+13,E4AlxB6z7138SF5yYGkdyXKy_3PAqF4ngG7ZvtcyJWl,VGN 蜻蜓F1MOBA 有线/无线双模鼠标 游戏电竞 家用办公 长续航 PAW3395 轻量化设计 人体工学 蜻蜓F1ProMax（黑色）,VGN官方旗舰店,1,0,0,同店,239,0.10%,90.00%,239,0.22,239,0.22,{"20240820":0.216},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.94912E+11,0,已完成,2024/7/10 11:11,2024/7/13 10:51,1.0107E+13,3nW3qMcM3Uw5jbFVuPz7Pt9l_3cvPzVofY3sKDTNwkT,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-白,VGN官方旗舰店,1,0,0,同店,188.98,0.10%,90.00%,189,0.17,188.98,0.17,{"20240820":0.171},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.98245E+11,0,已完成,2024/7/10 20:37,2024/7/13 9:34,1.01044E+13,daMwkVNtDNh4jvCqv14fKaex_3ioM2Cp7uDT54kI2YY,VGN S99PRO有线/无线/蓝牙三模客制化机械键盘gasket结构全键热插拔游戏电竞铝坨坨全铝合金外壳 S99PRO 青海湖轴 破晓,VGN官方旗舰店,1,0,0,同店,418.99,0.10%,90.00%,419,0.38,418.99,0.38,{"20240820":0.378},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
