订单号,父单号,订单状态,下单时间,完成时间,商品ID,联盟商品ID,商品名称,商品店铺名称,商品数量,商品售后中数量,商品已退货数量,同跨店,付款金额,佣金比例,分成比例,预估计佣金额,预估佣金,实际计佣金额,实际佣金,结算信息,下单平台,plus订单,推广角色,是否京喜红包,是否拼购,是否复购,是否首购,是否预售,推广位ID,推广位名称,PID,第三方服务平台,网站ID,礼金批次,礼金分摊金额,是否联盟礼金,是否推客礼金,价保金额,团长渠道ID,渠道名称,subUnionId,channelId,是否为内容场订单
2.94715E+11,2.97897E+11,已完成,2024/7/1 13:08,2024/7/6 14:51,1.0107E+13,R0kllXBPHCS3N5BcfrF2P8E4_3OPK6QmoqHEtShFhFL,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-黑,VGN官方旗舰店,1,0,0,同店,189,0.10%,90.00%,189,0.17,189,0.17,{"20240820":0.171},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97875E+11,0,已完成,2024/7/2 13:04,2024/7/6 13:01,1.0107E+13,82IB5rgXTYjXinA8wNSXYWvm_3klNtUoe4T0LXMdSGa,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-黑-灰色渐变侧刻,VGN官方旗舰店,1,0,0,同店,248.98,0.10%,90.00%,249,0.23,248.98,0.23,{"20240820":0.225},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.94664E+11,0,已完成,2024/7/1 12:35,2024/7/6 11:36,1.0107E+13,3nW3qMcM3Uw5jYgFtPz7zBYj_3cvPzVofY3sKDTNwkT,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-白,VGN官方旗舰店,1,0,0,同店,188.99,0.10%,90.00%,189,0.17,188.99,0.17,{"20240820":0.171},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.94694E+11,2.9475E+11,已完成,2024/7/2 18:27,2024/7/6 9:41,1.01008E+13,LDgHDJvWlsB9lEdGybA6qkGC_3MqeHvYvmlfPhKZPhk,VGN V98PRO V2 三模有线/蓝牙/无线 客制化键盘 机械键盘 电竞游戏 办公家用 全键热插拔  gasket结构 V98Pro-V2 极地狐轴 冰川 侧刻,VGN官方旗舰店,1,0,0,同店,397.92,0.10%,90.00%,399,0.36,397.92,0.36,{"20240820":0.360},无线,是,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.94724E+11,0,已完成,2024/7/2 12:55,2024/7/6 9:29,1.00915E+13,vjRpAOUEg7oA4G4oYQKsUBUK_373Z9LZoVgkTlrSTtw,VGN V98PRO V2 三模有线/蓝牙/无线 客制化键盘 机械键盘 电竞游戏 办公家用 全键热插拔  gasket结构 V98Pro-V2 冰淇淋轴Pro 海盐,VGN官方旗舰店,1,0,0,同店,377.98,0.10%,90.00%,379,0.34,377.98,0.34,{"20240820":0.342},无线,是,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.94575E+11,0,已完成,2024/7/1 12:54,2024/7/6 8:46,1.0107E+13,82IB5rgXTYjXina0uNSXYwP3_3klNtUoe4T0LXMdSGa,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-黑-灰色渐变侧刻,VGN官方旗舰店,1,0,0,同店,248.98,0.10%,90.00%,249,0.23,248.98,0.23,{"20240820":0.225},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97961E+11,0,已完成,2024/7/2 22:52,2024/7/5 13:11,1.00884E+13,6vVW1HYJKf6PgTwqa7F2UPMK_sweEZ06xs7zbVVWLvE,VGN V87有线/无线/蓝牙三模客制化机械键盘gasket结构全键热插拔游戏电竞办公键盘IP联名款 V87PRO  阿尼亚轴 微光 雾透侧刻,VGN官方旗舰店,1,0,0,同店,249,0.10%,90.00%,249,0.23,249,0.23,{"20240820":0.225},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97966E+11,0,已完成,2024/7/2 23:40,2024/7/5 12:17,1.00915E+13,VN26PIGxdqKBQdaULmY5n0ug_3FGg4Cq3Od7bSLgpX0,VGN V98PRO V2 三模有线/蓝牙/无线 客制化键盘 机械键盘 电竞游戏 办公家用 全键热插拔  gasket结构 V98Pro-V2知秋轴 枫糖 限定款,VGN官方旗舰店,1,0,0,同店,374.98,0.10%,90.00%,379,0.34,374.98,0.33,{"20240820":0.333},无线,是,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.94701E+11,0,已完成,2024/7/1 11:59,2024/7/5 10:54,1.0107E+13,3nW3qMcM3Uw5jbwTSPz7PJDB_3cvPzVofY3sKDTNwkT,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-白,VGN官方旗舰店,1,0,0,同店,186.93,0.10%,90.00%,189,0.17,186.93,0.17,{"20240820":0.171},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.94573E+11,0,已完成,2024/6/25 14:08,2024/7/4 20:20,1.0107E+13,3nW3qMcM3Uw5jb6X4Pz7PU4J_3cvPzVofY3sKDTNwkT,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-白,VGN官方旗舰店,1,0,0,同店,189,0.10%,90.00%,189,0.17,189,0.17,{"20240820":0.171},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97722E+11,0,已完成,2024/6/26 11:46,2024/7/4 17:55,1.0107E+13,R0kllXBPHCS3NrYJwrF2KoiO_3OPK6QmoqHEtShFhFL,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-黑,VGN官方旗舰店,1,0,0,同店,188.43,0.10%,90.00%,189,0.17,188.43,0.17,{"20240820":0.171},无线,是,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.94538E+11,0,已完成,2024/6/29 22:14,2024/7/4 16:20,1.00881E+13,czqr8AtYshCAil7Bzct1hgEo_336URiMmGsFSVFbJWa,VGN V87有线/无线/蓝牙三模客制化机械键盘gasket结构全键热插拔游戏电竞办公键盘IP联名款 V87 动力银轴 加勒比海,VGN官方旗舰店,1,0,0,同店,149,0.10%,90.00%,149,0.14,149,0.14,{"20240820":0.135},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97911E+11,0,已完成,2024/7/1 15:01,2024/7/4 12:35,1.00771E+13,Q9Z2ZepDkauz7V8jBUCNjMVk_3SD7M7W18kR0Ox47oa,VGN 蜻蜓F1MOBA 有线/无线双模鼠标 游戏电竞 家用办公 长续航 PAW3395 轻量化设计 人体工学 蜻蜓F1 MOBA（白色）,VGN官方旗舰店,1,0,0,同店,239,0.10%,90.00%,239,0.22,239,0.22,{"20240820":0.216},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97898E+11,0,已完成,2024/7/1 14:14,2024/7/4 11:11,1.00735E+13,W1glWyLCnJZmaoSnM5jOugKv_3ASiJIQ5lni9ePNkWs,VGN N75有线/无线/蓝牙三模客制化机械键盘gasket结构全键热插拔游戏电竞办公键盘 N75Pro 蒸汽波轴 果冻橙,VGN官方旗舰店,1,0,0,同店,178.99,0.10%,90.00%,179,0.16,178.99,0.16,{"20240820":0.162},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97897E+11,0,已完成,2024/7/1 15:17,2024/7/4 9:43,1.00881E+13,57A7U45ShixNchmsSXDIEltL_3jk91rIxLhnAZdWrCt,VGN V87有线/无线/蓝牙三模客制化机械键盘gasket结构全键热插拔游戏电竞办公键盘IP联名款 V87 草莓布丁轴 果冻橙,VGN官方旗舰店,1,0,0,同店,95.9,0.10%,90.00%,194,0.17,100.9,0.09,{"20240820":0.090},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97774E+11,0,已完成,2024/6/29 14:53,2024/7/4 9:40,1.01044E+13,daMwkVNtDNh4jvG6R14fKwNW_3ioM2Cp7uDT54kI2YY,VGN S99PRO有线/无线/蓝牙三模客制化机械键盘gasket结构全键热插拔游戏电竞铝坨坨全铝合金外壳 S99PRO 青海湖轴 破晓,VGN官方旗舰店,1,0,0,同店,419,0.10%,90.00%,419,0.38,419,0.38,{"20240820":0.378},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.94499E+11,0,已完成,2024/6/28 11:21,2024/7/3 19:08,1.0107E+13,3nW3qMcM3Uw5jb5BaPz7PA13_3cvPzVofY3sKDTNwkT,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-白,VGN官方旗舰店,1,0,0,同店,189,0.10%,90.00%,189,0.17,189,0.17,{"20240820":0.171},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.94413E+11,0,已完成,2024/6/20 23:07,2024/7/3 18:46,1.00695E+13,E4AlxB6z7138SFAl3Gkdyf9z_3PAqF4ngG7ZvtcyJWl,VGN 蜻蜓F1MOBA 有线/无线双模鼠标 游戏电竞 家用办公 长续航 PAW3395 轻量化设计 人体工学 蜻蜓F1ProMax（黑色）,VGN官方旗舰店,1,0,0,同店,218.5,0.10%,90.00%,219,0.2,218.5,0.2,{"20240820":0.198},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97902E+11,0,已完成,2024/7/1 10:18,2024/7/3 16:00,1.00915E+13,E4AlxB6z7138SFKfCGkdyvMc_3PAqF4ngG7ZvwvgK1l,VGN V98PRO V2 三模有线/蓝牙/无线 客制化键盘 机械键盘 电竞游戏 办公家用 全键热插拔  gasket结构 V98Pro-V2 蓝莓冰淇淋轴 海盐,VGN官方旗舰店,1,0,0,同店,358.9,0.10%,90.00%,364,0.32,364,0.32,{"20240820":0.324},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97741E+11,0,已完成,2024/6/26 20:46,2024/7/3 13:39,1.0107E+13,3nW3qMcM3Uw5jbCLoPz7PdA2_3cvPzVofY3sKDTNwkT,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-白,VGN官方旗舰店,1,0,0,同店,183.5,0.10%,90.00%,189,0.17,183.5,0.16,{"20240820":0.162},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97871E+11,0,已完成,2024/6/30 14:00,2024/7/3 11:48,1.00914E+13,jvZ5IlWmuWOSY68oIqrnCRTs_3525UfSyCuO6VTn8BH,VGN VXE海妖V1蓝牙5.3/2.4G双模轻量化设计头戴式耳机带麦电竞游戏吃鸡电脑网课办公耳麦 VGN海妖V1黑色,VGN官方旗舰店,1,0,0,同店,99,0.10%,90.00%,99,0.09,99,0.09,{"20240820":0.090},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97837E+11,0,已完成,2024/6/29 15:43,2024/7/3 9:12,1.0107E+13,daMwkVNtDNh4j1FDs14fseGp_3ioM2Cp7uDT5L90lDY,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-蓝色渐变侧刻,VGN官方旗舰店,1,0,0,同店,248,0.10%,90.00%,249,0.23,248,0.23,{"20240820":0.225},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97774E+11,0,已完成,2024/6/28 1:08,2024/7/3 8:37,1.01044E+13,daMwkVNtDNh4jv7D014fKfG1_3ioM2Cp7uDT54kI2YY,VGN S99PRO有线/无线/蓝牙三模客制化机械键盘gasket结构全键热插拔游戏电竞铝坨坨全铝合金外壳 S99PRO 青海湖轴 破晓,VGN官方旗舰店,1,0,0,同店,416.33,0.10%,90.00%,419,0.38,416.33,0.38,{"20240820":0.378},无线,是,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97764E+11,0,已完成,2024/6/27 14:42,2024/7/2 19:27,1.0107E+13,R0kllXBPHCS3NrYlSrF2Ko0e_3OPK6QmoqHEtShFhFL,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-黑,VGN官方旗舰店,1,0,0,同店,189,0.10%,90.00%,189,0.17,189,0.17,{"20240820":0.171},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97763E+11,0,已完成,2024/6/27 14:31,2024/7/2 17:01,1.0107E+13,82IB5rgXTYjXi61ywNSXATpm_3klNtUoe4T0LXMdSGa,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-黑-灰色渐变侧刻,VGN官方旗舰店,1,0,0,同店,244.93,0.10%,90.00%,249,0.23,244.93,0.22,{"20240820":0.216},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.94597E+11,0,已完成,2024/6/26 14:44,2024/7/2 15:43,1.0107E+13,3nW3qMcM3Uw5jb2FZPz7PYY1_3cvPzVofY3sKDTNwkT,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-白,VGN官方旗舰店,1,0,0,同店,189,0.10%,90.00%,189,0.17,189,0.17,{"20240820":0.171},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97768E+11,0,已完成,2024/6/27 13:30,2024/7/2 13:32,1.0107E+13,3nW3qMcM3Uw5jYAQyPz7z5Nk_3cvPzVofY3sKDTNwkT,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-白,VGN官方旗舰店,1,0,0,同店,187.88,0.10%,90.00%,189,0.17,187.88,0.17,{"20240820":0.171},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97754E+11,0,已完成,2024/6/27 15:00,2024/7/2 12:42,1.0107E+13,R0kllXBPHCS3N5sdOrF2PUPw_3OPK6QmoqHEtShFhFL,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-黑,VGN官方旗舰店,1,0,0,同店,189,0.10%,90.00%,189,0.17,189,0.17,{"20240820":0.171},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.94463E+11,0,已完成,2024/6/20 22:24,2024/7/2 12:20,1.00695E+13,VN26PIGxdqKBQdFnImY5n8Jz_3FGg4Cq3Od7bzrnjw0,VGN 蜻蜓F1MOBA 有线/无线双模鼠标 游戏电竞 家用办公 长续航 PAW3395 轻量化设计 人体工学 蜻蜓F1ProMax（白色）,VGN官方旗舰店,1,0,0,同店,211,0.10%,90.00%,214,0.19,214,0.19,{"20240820":0.189},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97749E+11,0,已完成,2024/6/27 12:43,2024/7/2 11:59,1.0107E+13,82IB5rgXTYjXi6ssyNSXAqi7_3klNtUoe4T0LXMdSGa,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-黑-灰色渐变侧刻,VGN官方旗舰店,1,0,0,同店,248.28,0.10%,90.00%,249,0.23,248.28,0.23,{"20240820":0.225},无线,是,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.94647E+11,0,已完成,2024/6/28 14:26,2024/7/2 11:41,1.00915E+13,phrnm0QHNZPAKAPmXwsMTgjm_3erEj6ePJNgDAm9kVb,VGN V98PRO V2 三模有线/蓝牙/无线 客制化键盘 机械键盘 电竞游戏 办公家用 全键热插拔  gasket结构 V98Pro-V2 蒸汽波轴Pro 黑加仑,VGN官方旗舰店,1,0,0,同店,286.7,0.10%,90.00%,289,0.26,286.7,0.26,{"20240820":0.261},无线,是,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.9458E+11,0,已完成,2024/6/26 13:35,2024/7/2 11:05,1.0107E+13,82IB5rgXTYjXi6ssyNSXAqi7_3klNtUoe4T0LXMdSGa,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-黑-灰色渐变侧刻,VGN官方旗舰店,1,0,0,同店,263.28,0.10%,90.00%,249,0.23,248.28,0.23,{"20240820":0.225},无线,是,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97743E+11,2.94612E+11,已完成,2024/6/27 1:04,2024/7/2 9:38,1.00695E+13,BMrZnneTRIWJ21yNApM4SOzb_3DFasxFPkRjx6yNia7,VGN 蜻蜓F1MOBA 有线/无线双模鼠标 游戏电竞 家用办公 长续航 PAW3395 轻量化设计 人体工学 蜻蜓F1Pro（白色）,VGN官方旗舰店,1,0,0,同店,199,0.10%,90.00%,199,0.18,199,0.18,{"20240820":0.180},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.94543E+11,2.94685E+11,已完成,2024/6/30 8:24,2024/7/2 9:38,1.00881E+13,UOWEnlI8WFYYAFSVjy3wDtEX_309lpmCZGWougWz3qF,VGN V87有线/无线/蓝牙三模客制化机械键盘gasket结构全键热插拔游戏电竞办公键盘IP联名款 V87PRO 阿尼亚轴 狄安娜,VGN官方旗舰店,1,0,0,同店,296.83,0.10%,90.00%,299,0.27,296.83,0.27,{"20240820":0.270},无线,是,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97909E+11,0,已完成,2024/7/1 12:20,2024/7/2 8:35,1.0107E+13,daMwkVNtDNh4jv1hA14fKjfO_3ioM2Cp7uDT5L90lDY,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-蓝色渐变侧刻,VGN官方旗舰店,1,0,0,同店,248.99,0.10%,90.00%,249,0.23,248.99,0.23,{"20240820":0.225},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97697E+11,0,已完成,2024/6/27 14:27,2024/7/2 0:20,1.0107E+13,82IB5rgXTYjXinI2LNSXY4jA_3klNtUoe4T0LXMdSGa,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-黑-灰色渐变侧刻,VGN官方旗舰店,1,0,0,同店,248.98,0.10%,90.00%,249,0.23,248.98,0.23,{"20240820":0.225},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.9769E+11,0,已完成,2024/6/25 10:40,2024/7/1 17:07,1.0107E+13,3nW3qMcM3Uw5jbhyGPz7PV7E_3cvPzVofY3sKDTNwkT,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-白,VGN官方旗舰店,1,0,0,同店,183.15,0.10%,90.00%,184,0.16,183.44,0.16,{"20240820":0.162},无线,是,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.94617E+11,0,已完成,2024/6/28 20:55,2024/7/1 16:50,1.00768E+13,751e2jYv4HkwuF6XgMvomAP7_3vbTdJ0Ny4wBWc9CdN,VGN S99 三模连接 蓝牙/无线 客制化键盘 机械键盘 游戏电竞 办公 单键开槽 全键热插拔 gasket结构 S99 极光冰淇淋轴 鎏金黑,VGN官方旗舰店,1,0,0,同店,439,3.00%,90.00%,439,11.85,439,11.85,{"20240820":11.853},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.94596E+11,0,已完成,2024/6/26 11:24,2024/7/1 13:43,1.0107E+13,R0kllXBPHCS3N574trF2PNzY_3OPK6QmoqHEtShFhFL,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-黑,VGN官方旗舰店,1,0,0,同店,189,0.10%,90.00%,189,0.17,189,0.17,{"20240820":0.171},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97762E+11,2.97697E+11,已完成,2024/6/27 12:01,2024/7/1 10:38,1.00725E+13,R0kllXBPHCS3NrFz2rF2Kj4F_3OPK6QmoqHEt7USEzL,VGN S99 三模连接 蓝牙/无线 客制化键盘 机械键盘 游戏电竞 办公 单键开槽 全键热插拔 gasket结构 S99 阿尼亚轴 斑斓绿,VGN官方旗舰店,1,0,0,同店,269,3.00%,90.00%,274,7.4,274,7.4,{"20240820":7.398},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97724E+11,0,已完成,2024/6/26 12:45,2024/7/1 10:23,1.0107E+13,3nW3qMcM3Uw5jYVkHPz7zhpR_3cvPzVofY3sKDTNwkT,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-白,VGN官方旗舰店,1,0,0,同店,189,0.10%,90.00%,189,0.17,189,0.17,{"20240820":0.171},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.94571E+11,0,已完成,2024/6/25 10:36,2024/7/1 9:07,1.0107E+13,3nW3qMcM3Uw5jbzqtPz7PEnj_3cvPzVofY3sKDTNwkT,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-白,VGN官方旗舰店,1,0,0,同店,189,0.10%,90.00%,189,0.17,189,0.17,{"20240820":0.171},PC,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97724E+11,0,已完成,2024/6/26 13:09,2024/7/1 8:27,1.0107E+13,3nW3qMcM3Uw5jbIuDPz7P33Q_3cvPzVofY3sKDTNwkT,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-白,VGN官方旗舰店,1,0,0,同店,188.7,0.10%,90.00%,189,0.17,188.7,0.17,{"20240820":0.171},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
2.97779E+11,0,已完成,2024/6/27 21:04,2024/7/1 2:35,1.0107E+13,3nW3qMcM3Uw5jbzaPPz7PElC_3cvPzVofY3sKDTNwkT,VGN A75 有线单模 电竞磁轴键盘 客制化 全键热插拔 gasket结构  电竞游戏 A75-磁轴-白,VGN官方旗舰店,1,0,0,同店,188.98,0.10%,90.00%,189,0.17,188.98,0.17,{"20240820":0.171},无线,否,推客,否,否,否,否,否,3003800870,游戏动力VGN,1002453015_4100359265_3003800870,Bilibili,4100359265,,0,否,否,0,0,,,0,否
